1.51793001,12.79000002,3.50000003,1.12000004,73.03000005,0.64000006,8.77000007,8e-08,9e-08,'build wind float'
1.51643001,12.16000002,3.52000003,1.35000004,72.89000005,0.57000006,8.53000007,8e-08,9e-08,'vehic wind float'
1.51793001,13.21000002,3.48000003,1.41000004,72.64000005,0.59000006,8.43000007,8e-08,9e-08,'build wind float'
1.51299001,14.40000002,1.74000003,1.54000004,74.55000005,6e-08,7.59000007,8e-08,9e-08,tableware
1.53393001,12.30000002,3e-08,1.00000004,70.16000005,0.12000006,16.19000007,8e-08,0.24000009,'build wind non-float'
1.51655001,12.75000002,2.85000003,1.44000004,73.27000005,0.57000006,8.79000007,0.11000008,0.22000009,'build wind non-float'
1.51779001,13.64000002,3.65000003,0.65000004,73.00000005,0.06000006,8.93000007,8e-08,9e-08,'vehic wind float'
1.51837001,13.14000002,2.84000003,1.28000004,72.85000005,0.55000006,9.07000007,8e-08,9e-08,'build wind float'
1.51545001,14.14000002,3e-08,2.68000004,73.39000005,0.08000006,9.07000007,0.61000008,0.05000009,headlamps
1.51789001,13.19000002,3.90000003,1.30000004,72.33000005,0.55000006,8.44000007,8e-08,0.28000009,'build wind non-float'
1.51625001,13.36000002,3.58000003,1.49000004,72.72000005,0.45000006,8.21000007,8e-08,9e-08,'build wind non-float'
1.51743001,12.20000002,3.25000003,1.16000004,73.55000005,0.62000006,8.90000007,8e-08,0.24000009,'build wind non-float'
1.52223001,13.21000002,3.77000003,0.79000004,71.99000005,0.13000006,10.02000007,8e-08,9e-08,'build wind float'
1.52121001,14.03000002,3.76000003,0.58000004,71.79000005,0.11000006,9.65000007,8e-08,9e-08,'vehic wind float'
1.51665001,13.14000002,3.45000003,1.76000004,72.48000005,0.60000006,8.38000007,8e-08,0.17000009,'vehic wind float'
1.51707001,13.48000002,3.48000003,1.71000004,72.52000005,0.62000006,7.99000007,8e-08,9e-08,'build wind non-float'
1.51719001,14.75000002,3e-08,2.00000004,73.02000005,6e-08,8.53000007,1.59000008,0.08000009,headlamps
1.51629001,12.71000002,3.33000003,1.49000004,73.28000005,0.67000006,8.24000007,8e-08,9e-08,'build wind non-float'
1.51994001,13.27000002,3e-08,1.76000004,73.03000005,0.47000006,11.32000007,8e-08,9e-08,containers
1.51811001,12.96000002,2.96000003,1.43000004,72.92000005,0.60000006,8.79000007,0.14000008,9e-08,'build wind non-float'
1.52152001,13.05000002,3.65000003,0.87000004,72.22000005,0.19000006,9.85000007,8e-08,0.17000009,'build wind float'
1.52475001,11.45000002,3e-08,1.88000004,72.19000005,0.81000006,13.24000007,8e-08,0.34000009,'build wind non-float'
1.51841001,12.93000002,3.74000003,1.11000004,72.28000005,0.64000006,8.96000007,8e-08,0.22000009,'build wind non-float'
1.51754001,13.39000002,3.66000003,1.19000004,72.79000005,0.57000006,8.27000007,8e-08,0.11000009,'build wind float'
1.52058001,12.85000002,1.61000003,2.17000004,72.18000005,0.76000006,9.70000007,0.24000008,0.51000009,containers
1.51569001,13.24000002,3.49000003,1.47000004,73.25000005,0.38000006,8.03000007,8e-08,9e-08,'build wind non-float'
1.51590001,12.82000002,3.52000003,1.90000004,72.86000005,0.69000006,7.97000007,8e-08,9e-08,'build wind non-float'
1.51683001,14.56000002,3e-08,1.98000004,73.29000005,6e-08,8.52000007,1.57000008,0.07000009,headlamps
1.51687001,13.23000002,3.54000003,1.48000004,72.84000005,0.56000006,8.10000007,8e-08,9e-08,'build wind non-float'
1.51610001,13.33000002,3.53000003,1.34000004,72.67000005,0.56000006,8.33000007,8e-08,9e-08,'vehic wind float'
1.51674001,12.87000002,3.56000003,1.64000004,73.14000005,0.65000006,7.99000007,8e-08,9e-08,'build wind non-float'
1.51832001,13.33000002,3.34000003,1.54000004,72.14000005,0.56000006,8.99000007,8e-08,9e-08,'vehic wind float'
1.51115001,17.38000002,3e-08,0.34000004,75.41000005,6e-08,6.65000007,8e-08,9e-08,tableware
1.51645001,13.44000002,3.61000003,1.54000004,72.39000005,0.66000006,8.03000007,8e-08,9e-08,'build wind non-float'
1.51755001,13.00000002,3.60000003,1.36000004,72.99000005,0.57000006,8.40000007,8e-08,0.11000009,'build wind float'
1.51571001,12.72000002,3.46000003,1.56000004,73.20000005,0.67000006,8.09000007,8e-08,0.24000009,'build wind float'
1.51596001,12.79000002,3.61000003,1.62000004,72.97000005,0.64000006,8.07000007,8e-08,0.26000009,'build wind float'
1.51730001,12.35000002,2.72000003,1.63000004,72.87000005,0.70000006,9.23000007,8e-08,9e-08,'build wind non-float'
1.51662001,12.85000002,3.51000003,1.44000004,73.01000005,0.68000006,8.23000007,0.06000008,0.25000009,'build wind non-float'
1.51409001,14.25000002,3.09000003,2.08000004,72.28000005,1.10000006,7.08000007,8e-08,9e-08,'build wind non-float'
1.51797001,12.74000002,3.48000003,1.35000004,72.96000005,0.64000006,8.68000007,8e-08,9e-08,'build wind float'
1.51806001,13.00000002,3.80000003,1.08000004,73.07000005,0.56000006,8.38000007,8e-08,0.12000009,'build wind non-float'
1.51627001,13.00000002,3.58000003,1.54000004,72.83000005,0.61000006,8.04000007,8e-08,9e-08,'build wind non-float'
1.51590001,13.24000002,3.34000003,1.47000004,73.10000005,0.39000006,8.22000007,8e-08,9e-08,'build wind non-float'
1.51934001,13.64000002,3.54000003,0.75000004,72.65000005,0.16000006,8.89000007,0.15000008,0.24000009,'vehic wind float'
1.51755001,12.71000002,3.42000003,1.20000004,73.20000005,0.59000006,8.64000007,8e-08,9e-08,'build wind float'
1.51514001,14.01000002,2.68000003,3.50000004,69.89000005,1.68000006,5.87000007,2.20000008,9e-08,containers
1.51766001,13.21000002,3.69000003,1.29000004,72.61000005,0.57000006,8.22000007,8e-08,9e-08,'build wind float'
1.51784001,13.08000002,3.49000003,1.28000004,72.86000005,0.60000006,8.49000007,8e-08,9e-08,'build wind float'
1.52177001,13.20000002,3.68000003,1.15000004,72.75000005,0.54000006,8.52000007,8e-08,9e-08,'build wind non-float'
1.51753001,12.57000002,3.47000003,1.38000004,73.39000005,0.60000006,8.55000007,8e-08,0.06000009,'build wind float'
1.51851001,13.20000002,3.63000003,1.07000004,72.83000005,0.57000006,8.41000007,0.09000008,0.17000009,'build wind non-float'
1.51743001,13.30000002,3.60000003,1.14000004,73.09000005,0.58000006,8.17000007,8e-08,9e-08,'build wind float'
1.51593001,13.09000002,3.59000003,1.52000004,73.10000005,0.67000006,7.83000007,8e-08,9e-08,'build wind non-float'
1.51640001,14.37000002,3e-08,2.74000004,72.85000005,6e-08,9.45000007,0.54000008,9e-08,headlamps
1.51735001,13.02000002,3.54000003,1.69000004,72.73000005,0.54000006,8.44000007,8e-08,0.07000009,'build wind float'
1.52247001,14.86000002,2.20000003,2.06000004,70.26000005,0.76000006,9.76000007,8e-08,9e-08,headlamps
1.52099001,13.69000002,3.59000003,1.12000004,71.96000005,0.09000006,9.40000007,8e-08,9e-08,'build wind float'
1.51769001,13.65000002,3.66000003,1.11000004,72.77000005,0.11000006,8.60000007,8e-08,9e-08,'vehic wind float'
1.51846001,13.41000002,3.89000003,1.33000004,72.38000005,0.51000006,8.28000007,8e-08,9e-08,'build wind non-float'
1.51848001,13.64000002,3.87000003,1.27000004,71.96000005,0.54000006,8.32000007,8e-08,0.32000009,'build wind non-float'
1.51905001,13.60000002,3.62000003,1.11000004,72.64000005,0.14000006,8.76000007,8e-08,9e-08,'build wind float'
1.51567001,13.29000002,3.45000003,1.21000004,72.74000005,0.56000006,8.57000007,8e-08,9e-08,'build wind float'
1.52213001,14.21000002,3.82000003,0.47000004,71.77000005,0.11000006,9.57000007,8e-08,9e-08,'build wind float'
1.52320001,13.72000002,3.72000003,0.51000004,71.75000005,0.09000006,10.06000007,8e-08,0.16000009,'build wind float'
1.51556001,13.87000002,3e-08,2.54000004,73.23000005,0.14000006,9.41000007,0.81000008,0.01000009,headlamps
1.51926001,13.20000002,3.33000003,1.28000004,72.36000005,0.60000006,9.14000007,8e-08,0.11000009,'build wind float'
1.52211001,14.19000002,3.78000003,0.91000004,71.36000005,0.23000006,9.14000007,8e-08,0.37000009,'vehic wind float'
1.53125001,10.73000002,3e-08,2.10000004,69.81000005,0.58000006,13.30000007,3.15000008,0.28000009,'build wind non-float'
1.52152001,13.05000002,3.65000003,0.87000004,72.32000005,0.19000006,9.85000007,8e-08,0.17000009,'build wind float'
1.51829001,14.46000002,2.24000003,1.62000004,72.38000005,6e-08,9.26000007,8e-08,9e-08,tableware
1.51892001,13.46000002,3.83000003,1.26000004,72.55000005,0.57000006,8.21000007,8e-08,0.14000009,'build wind non-float'
1.51888001,14.99000002,0.78000003,1.74000004,72.50000005,6e-08,9.95000007,8e-08,9e-08,tableware
1.51829001,13.24000002,3.90000003,1.41000004,72.33000005,0.55000006,8.31000007,8e-08,0.10000009,'build wind non-float'
1.52300001,13.31000002,3.58000003,0.82000004,71.99000005,0.12000006,10.17000007,8e-08,0.03000009,'build wind float'
1.51652001,13.56000002,3.57000003,1.47000004,72.45000005,0.64000006,7.96000007,8e-08,9e-08,'build wind non-float'
1.51768001,12.56000002,3.52000003,1.43000004,73.15000005,0.57000006,8.54000007,8e-08,9e-08,'build wind float'
1.51215001,12.99000002,3.47000003,1.12000004,72.98000005,0.62000006,8.35000007,8e-08,0.31000009,'build wind float'
1.51646001,13.04000002,3.40000003,1.26000004,73.01000005,0.52000006,8.58000007,8e-08,9e-08,'vehic wind float'
1.51721001,12.87000002,3.48000003,1.33000004,73.04000005,0.56000006,8.43000007,8e-08,9e-08,'build wind float'
1.51763001,12.80000002,3.66000003,1.27000004,73.01000005,0.60000006,8.56000007,8e-08,9e-08,'build wind float'
1.51742001,13.27000002,3.62000003,1.24000004,73.08000005,0.55000006,8.07000007,8e-08,9e-08,'build wind float'
1.52127001,14.32000002,3.90000003,0.83000004,71.50000005,6e-08,9.49000007,8e-08,9e-08,'vehic wind float'
1.51779001,13.21000002,3.39000003,1.33000004,72.76000005,0.59000006,8.59000007,8e-08,9e-08,'build wind float'
1.52171001,11.56000002,1.88000003,1.56000004,72.86000005,0.47000006,11.41000007,8e-08,9e-08,containers
1.51800001,13.71000002,3.93000003,1.54000004,71.81000005,0.54000006,8.21000007,8e-08,0.15000009,'build wind non-float'
1.52777001,12.64000002,3e-08,0.67000004,72.02000005,0.06000006,14.40000007,8e-08,9e-08,'build wind non-float'
1.51750001,12.82000002,3.55000003,1.49000004,72.75000005,0.54000006,8.52000007,8e-08,0.19000009,'build wind float'
