0.06588173,0.19731171,0.10382566,0.27036175,0.61607762,0.03585581,0.42457199,0.08970127,0.36777348,0.03706526,0.07594189,0.26390607,0.07790326,0.37200905,0.219485,0.05532707,0.1089065,0.12775231,0.11405155,0.01858107,0.10262704,0.1726822,0.07303343,0.14034426,0.13219914,0.07601541,0.03251755,0.12884015,0.1205267,0.01661482,0.10258286,0.10162522,0.06573019,0.03521286,0.07900969,0.08377294,0.0214912,0.12162514,0.06751197,0.03377702,0.09901364,0.05940838,0.08128605,0.05234537,0.09049997,0.06358237,0.08110473,0.05910099,0.0972364,0.04157623,0.08351508,0.0423791,0.08296556,0.0771709,0.11673264,0.03476124,0.10948522,0.01642344,0.09935271,0.11376327,0.08637228,0.16765485,0.10628124,0.12578358,0.09067541,0.08125711,0.12344881,0.11337507,0.07434325,0.281667,0.06779591,0.34418234,0.03896366,0.39436646,0.04997147,0.34487172,1
0.04914216,0.1759707,0.10551467,0.22709459,0.59927966,0.04121702,0.4310777,0.09680081,0.32673876,0.05966103,0.01718449,0.31469039,0.01290447,0.45310764,0.20936384,0.05333136,0.08133415,0.00755007,0.23487669,0.04348971,0.01963115,0.16112959,0.04432901,0.13267903,0.1304151,0.0738658,0.05119214,0.03022157,0.1448675,0.02389546,0.01679002,0.12118088,0.07688947,0.05489614,0.08867846,0.0972096,0.01954821,0.02690657,0.11328378,0.02042327,0.0249291,0.0853648,0.09084431,0.0119861,0.09217791,0.07263347,0.00689403,0.04041327,0.00737322,0.03024196,0.08827719,0.10180837,0.08293401,0.11741908,0.0300407,0.12295873,0.01572137,0.08124641,0.05488417,0.08780318,0.06922832,0.14588925,0.01996421,0.19320093,0.01413538,0.13155304,0.0453105,0.06933813,0.04538691,0.25426517,0.04544746,0.33566017,0.02171937,0.44527785,0.08397876,0.35409269,1
0.03417193,0.2276489,0.10876639,0.12769659,0.61249406,0.05655428,0.47063949,0.04190308,0.32426684,0.04456927,0.01701249,0.28337216,0.06046851,0.3644206,0.21801242,0.0657995,0.10079768,0.04114786,0.1031126,0.02962354,0.01667647,0.12633076,0.07354669,0.16057406,0.12732318,0.07671478,0.05856508,0.00776406,0.07460775,0.02153292,0.01611467,0.09022292,0.07797902,0.09026325,0.07214006,0.09145041,0.0352949,0.02052868,0.06314712,0.02222262,0.03847567,0.05401467,0.0945088,0.03947436,0.08613835,0.07133444,0.01431561,0.05948184,0.01913354,0.04647654,0.05455602,0.10162457,0.07364867,0.11788521,0.03252909,0.05799738,0.0294616,0.0409508,0.03373241,0.2182336,0.05134961,0.19085436,0.04510657,0.18089688,0.03668816,0.08246721,0.01985913,0.21884257,0.04108722,0.36046491,0.04715442,0.37740897,0.05209941,0.44502986,0.07123442,0.26146536,1
0.06233635,0.2179794,0.08024348,0.28959186,0.54631604,0.04577896,0.42554467,0.0228411,0.33145405,0.11905241,0.03693066,0.22498071,0.05142553,0.33796626,0.1520977,0.07268039,0.16230318,0.03758495,0.0566702,0.10691812,0.01770297,0.10961396,0.07627488,0.18744536,0.05998717,0.08758997,0.11305033,0.03881713,0.0342707,0.08854428,0.01806288,0.04329521,0.08982072,0.15600546,0.01852311,0.0885686,0.09272106,0.03622037,0.04510882,0.06655742,0.03587427,0.01338756,0.08721035,0.08777756,0.07671139,0.01926865,0.07973663,0.04440882,0.04339993,0.06994056,0.06721283,0.01051304,0.08515506,0.01705577,0.07365373,0.08327935,0.02087787,0.10568756,0.08194125,0.02322031,0.08902181,0.06211671,0.06934134,0.15856481,0.0116872,0.16580671,0.08399584,0.08547972,0.0876582,0.15188046,0.07595109,0.29346223,0.02267563,0.40829129,0.06301088,0.4013765,1
0.06196957,0.19835842,0.11123939,0.25346025,0.60845539,0.02363074,0.4152464,0.09186642,0.30931023,0.04914206,0.09329796,0.31555237,0.05180949,0.38867422,0.21683471,0.04958145,0.04923353,0.15687343,0.2065539,0.04225544,0.10294878,0.15543946,0.05988564,0.05897509,0.12553788,0.05814738,0.06763005,0.14833708,0.11709727,0.05025887,0.0789097,0.08528885,0.08222117,0.08017609,0.07686322,0.0584361,0.06246051,0.08233015,0.04598779,0.04348269,0.06776794,0.06013206,0.06349297,0.07077788,0.04783556,0.07273363,0.07632774,0.0567201,0.06638551,0.05233211,0.04953592,0.0844148,0.04812516,0.10744264,0.05739467,0.10858095,0.07284481,0.0712083,0.0526136,0.10277721,0.02628321,0.1628847,0.0635462,0.18555306,0.05064712,0.13066207,0.02100434,0.10696108,0.03228347,0.24856575,0.01567441,0.38627644,0.03948221,0.43470149,0.0692191,0.4054042,1
0.06815894,0.35129263,0.12899344,0.05783827,0.5155683,0.03697036,0.50101535,0.08818929,0.33359477,0.17747623,0.06475921,0.22043906,0.05761237,0.35089213,0.16982749,0.04428358,0.1757449,0.0804249,0.0554538,0.13723917,0.10116444,0.13040421,0.06830353,0.14023512,0.10743383,0.06642773,0.09147707,0.08974126,0.07142181,0.09653785,0.09238394,0.0789307,0.06884463,0.0662028,0.07062166,0.09031929,0.0430012,0.08059829,0.06331256,0.08021024,0.07343367,0.03140526,0.0693491,0.02253272,0.12102864,0.05543476,0.07273992,0.04461671,0.07836481,0.08933477,0.10628733,0.02998608,0.09306838,0.06960088,0.06385241,0.09064729,0.09832146,0.12604591,0.0764759,0.04894223,0.06799894,0.12285793,0.07394182,0.13269324,0.08406174,0.20622488,0.06641907,0.04272226,0.04392326,0.18289412,0.02805949,0.27841772,0.02757578,0.45664515,0.05972628,0.35354559,1
0.08870738,0.10309355,0.11079145,0.39680883,0.59364947,0.05941582,0.37146381,0.10934071,0.40126878,0.08366939,0.11693803,0.21979143,0.12207084,0.28898774,0.21158116,0.06409001,0.11149314,0.15965079,0.04915395,0.09763426,0.10761283,0.13569804,0.06888934,0.08927826,0.12927611,0.05747391,0.09713376,0.1273398,0.05348101,0.11615184,0.09677682,0.07405884,0.03759031,0.07928019,0.08283969,0.04984414,0.10502333,0.10471361,0.01192297,0.12790391,0.0746218,0.03173053,0.03713382,0.08955832,0.04910039,0.07024165,0.05792864,0.11133424,0.06874211,0.11607797,0.07582469,0.07208151,0.06682829,0.11022987,0.07182094,0.06265574,0.08116575,0.09932735,0.11177757,0.12254609,0.08641778,0.1636809,0.06235089,0.14998507,0.08020553,0.11893889,0.11857027,0.07661806,0.09215701,0.24257426,0.05332782,0.33277967,0.03340244,0.37815748,0.07351076,0.40443969,1
0.07497267,0.15033491,0.10793163,0.19478639,0.64799272,0.07183153,0.43121204,0.10097032,0.31731623,0.0282976,0.08337238,0.32732224,0.13866383,0.36989538,0.19877783,0.08536954,0.02365986,0.12493625,0.16180634,0.03963902,0.08299281,0.1418133,0.10531685,0.08904344,0.08433202,0.07430114,0.02019739,0.05905136,0.10386972,0.03587074,0.08160701,0.07399118,0.09102512,0.03223847,0.04871024,0.05504439,0.05466016,0.09326922,0.06529255,0.02709733,0.07822777,0.0264412,0.05829117,0.06777045,0.04090743,0.04991002,0.09473099,0.07179509,0.09267076,0.04093558,0.0577424,0.0195129,0.06443512,0.045177,0.13325459,0.06885297,0.10734293,0.03817213,0.13056587,0.12953063,0.09821051,0.14467445,0.09561366,0.07462663,0.10947934,0.02021337,0.11639365,0.24576959,0.10266592,0.347746,0.02683403,0.40137452,0.03510804,0.41610218,0.12768165,0.30157162,1
0.05910843,0.10089192,0.07458098,0.38558074,0.57932678,0.03215866,0.389402,0.08291126,0.3594836,0.09641383,0.08792353,0.25865648,0.05445428,0.30197624,0.21662657,0.00525879,0.114158,0.10127124,0.07395195,0.06082684,0.13034619,0.16379635,0.02668278,0.1361005,0.12928563,0.02436295,0.04582013,0.14591429,0.10287849,0.02750619,0.14707481,0.10464139,0.0096229,0.02321107,0.06162587,0.05265808,0.03424936,0.16416045,0.05269915,0.02346216,0.13008362,0.03515969,0.05702173,0.02535754,0.03832703,0.01321113,0.09887393,0.04412058,0.12284727,0.02066162,0.00646439,0.0132758,0.01529407,0.06705342,0.08997866,0.08596387,0.10919913,0.06724935,0.02259364,0.02821961,0.00807583,0.11692646,0.05510343,0.15566797,0.07761751,0.13709835,0.01917755,0.07171337,0.00242421,0.19791924,0.01299722,0.32427347,0.02115925,0.38430466,0.08106756,0.44568563,1
0.01223666,0.09051554,0.08421302,0.35019351,0.48118826,0.02389779,0.4087225,0.06208028,0.43682502,0.18230137,0.00698626,0.13744516,0.03328005,0.31464439,0.08263577,0.0199457,0.17306738,0.00304695,0.07836018,0.14697438,0.00243669,0.01147359,0.03497575,0.14077772,0.02785277,0.01866522,0.10800769,0.00777207,0.086954,0.09634684,0.00282705,0.08101449,0.0178527,0.06374188,0.07622229,0.00739871,0.06564122,0.01820876,0.11091195,0.04074549,0.01481227,0.09462365,0.01829329,0.02599154,0.01643172,0.09053269,0.04190177,0.04551637,0.02218636,0.07059251,0.02345355,0.11721084,0.01796959,0.07331434,0.02116078,0.07730636,0.01310987,0.1180786,0.03457956,0.09632067,0.02505222,0.01217923,0.03822727,0.1466707,0.01728488,0.19681622,0.0511086,0.10371584,0.03189494,0.12322287,0.05120398,0.24520162,0.00875555,0.42169065,0.01706823,0.37010007,1
