1.00000001,0.99539002,-0.05888997,0.85243004,0.02306005,0.83398006,-0.37707993,1.00000008,0.03760009,0.8524301,-0.17754989,0.59755012,-0.44944987,0.60536014,-0.38222985,0.84356016,-0.38541983,0.58212018,-0.32191981,0.5697102,-0.29673979,0.36946022,-0.47356977,0.56811024,-0.51170975,0.41078026,-0.46167973,0.21266028,-0.34089971,0.4226703,-0.54486969,0.18641032,-0.45299967,g
1.00000001,1.00000002,-0.18828997,0.93035004,-0.36155995,-0.10867994,-0.93596993,1.00000008,-0.04548991,0.5087401,-0.67742989,0.34432012,-0.69706987,-0.51684986,-0.97514985,0.05499016,-0.62236983,0.33109018,-0.99999981,-0.1315098,-0.45299979,-0.18055978,-0.35733977,-0.20331976,-0.26568975,-0.20467974,-0.18400973,-0.19039972,-0.11592971,-0.1662597,-0.06287969,-0.13737968,-0.02446967,b
1.00000001,1.00000002,-0.03364997,1.00000004,0.00485005,1.00000006,-0.12061993,0.88965008,0.01198009,0.7308201,0.05346011,0.85443012,0.00827013,0.54591014,0.00299015,0.83775016,-0.13643983,0.75535018,-0.08539981,0.7088702,-0.27501979,0.43385022,-0.12061977,0.57528024,-0.40219975,0.58984026,-0.22144973,0.43100028,-0.17364971,0.6043603,-0.24179969,0.56045032,-0.38237967,g
1.00000001,1.00000002,-0.45160997,1.00000004,1.00000005,0.71216006,-0.99999993,8e-08,9e-08,1e-07,1.1e-07,1.2e-07,1.3e-07,-0.99999986,0.14516015,0.54094016,-0.39329983,-0.99999982,-0.54466981,-0.6997498,1.00000021,2.2e-07,2.3e-07,1.00000024,0.90695025,0.51613026,1.00000027,1.00000028,-0.20098971,0.2568203,1.00000031,-0.32381968,1.00000033,b
1.00000001,1.00000002,-0.02400997,0.94140004,0.06531005,0.92106006,-0.23254993,0.77152008,-0.16398991,0.5279801,-0.20274989,0.56409012,-0.00711987,0.34395014,-0.27456985,0.52940016,-0.21779983,0.45107018,-0.17812981,0.0598202,-0.35574979,0.02309022,-0.52878977,0.03286024,-0.65157975,0.13290026,-0.53205973,0.02431028,-0.62196971,-0.0570697,-0.59572969,-0.04607968,-0.65696967,g
1.00000001,0.02337002,-0.00591997,-0.09923996,-0.11948995,-0.00762994,-0.11823993,0.14706008,0.06637009,0.0378601,-0.06301989,1.2e-07,1.3e-07,-0.04571986,-0.15539985,-0.00342984,-0.10195983,-0.11574982,-0.05413981,0.0183802,0.03669021,0.01519022,0.00888023,0.03513024,-0.01534975,-0.03239974,0.09223027,-0.07858972,0.00732029,3e-07,3.1e-07,-0.00038968,0.12011033,b
1.00000001,0.97588002,-0.10601997,0.94601004,-0.20799995,0.92806006,-0.28349993,0.85996008,-0.27341991,0.7976601,-0.47928989,0.78225012,-0.50763987,0.74628014,-0.61435985,0.57945016,-0.68085983,0.37852018,-0.73640981,0.3632402,-0.76561979,0.31898022,-0.79752977,0.22792024,-0.81633975,0.13659026,-0.82509973,0.04606028,-0.82394971,-0.0426197,-0.81317969,-0.13831968,-0.80974967,g
1e-08,2e-08,3e-08,4e-08,5e-08,1.00000006,-0.99999993,8e-08,9e-08,-0.9999999,-0.99999989,1.2e-07,1.3e-07,1.4e-07,1.5e-07,1.00000016,1.00000017,-0.99999982,-0.99999981,2e-07,2.1e-07,2.2e-07,2.3e-07,1.00000024,1.00000025,1.00000026,1.00000027,2.8e-07,2.9e-07,1.0000003,1.00000031,3.2e-07,3.3e-07,b
1.00000001,0.96355002,-0.07197997,1.00000004,-0.14332995,1.00000006,-0.21312993,1.00000008,-0.36173991,0.9257001,-0.43568989,0.94510012,-0.40667987,0.90392014,-0.46380985,0.98305016,-0.35256983,0.84537018,-0.66019981,0.7534602,-0.60588979,0.69637022,-0.64224977,0.85106024,-0.65439975,0.57577026,-0.69711973,0.25435028,-0.63918971,0.4511403,-0.72778969,0.38895032,-0.73419967,g
1.00000001,-0.01863998,-0.08458997,4e-08,5e-08,6e-08,7e-08,0.11470008,-0.26809991,-0.4566299,-0.38171989,1.2e-07,1.3e-07,-0.33655986,0.38602015,-0.37132984,0.15018017,0.63728018,0.22115019,2e-07,2.1e-07,2.2e-07,2.3e-07,-0.14802976,-0.01325975,0.20645026,-0.02293973,2.8e-07,2.9e-07,0.1659503,0.24086031,-0.08207968,0.38065033,b
