1.00000001,6.00000002,15.00000003,12.00000004,1.00000005,6e-08,7e-08,8e-08,7.00000009,16.0000001,6.00000011,6.00000012,10.00000013,1.4e-07,1.5e-07,1.6e-07,8.00000017,16.00000018,2.00000019,2e-07,11.00000021,2.00000022,2.3e-07,2.4e-07,5.00000025,16.00000026,3.00000027,2.8e-07,5.00000029,7.0000003,3.1e-07,3.2e-07,7.00000033,13.00000034,3.00000035,3.6e-07,8.00000037,7.00000038,3.9e-07,4.0000004,12.00000041,4.2e-07,1.00000043,13.00000044,5.00000045,4.6e-07,4.7e-07,4.8e-07,14.00000049,9.0000005,15.00000051,9.00000052,5.3e-07,5.4e-07,5.5e-07,5.6e-07,6.00000057,14.00000058,7.00000059,1.0000006,6.1e-07,6.2e-07,0
1e-08,10.00000002,16.00000003,6.00000004,5e-08,6e-08,7e-08,8e-08,7.00000009,16.0000001,8.00000011,16.00000012,5.00000013,1.4e-07,1.5e-07,1.6e-07,11.00000017,16.00000018,1.9e-07,6.0000002,14.00000021,3.00000022,2.3e-07,2.4e-07,12.00000025,12.00000026,2.7e-07,2.8e-07,11.00000029,11.0000003,3.1e-07,3.2e-07,12.00000033,12.00000034,3.5e-07,3.6e-07,8.00000037,12.00000038,3.9e-07,7.0000004,15.00000041,1.00000042,4.3e-07,13.00000044,11.00000045,4.6e-07,4.7e-07,4.8e-07,16.00000049,8.0000005,10.00000051,15.00000052,3.00000053,5.4e-07,5.5e-07,5.6e-07,10.00000057,16.00000058,15.00000059,3.0000006,6.1e-07,6.2e-07,0
1e-08,8.00000002,15.00000003,16.00000004,13.00000005,6e-08,7e-08,8e-08,1.00000009,11.0000001,9.00000011,11.00000012,16.00000013,1.00000014,1.5e-07,1.6e-07,1.7e-07,1.8e-07,1.9e-07,7.0000002,14.00000021,2.2e-07,2.3e-07,2.4e-07,2.5e-07,3.00000026,4.00000027,14.00000028,12.00000029,2.0000003,3.1e-07,3.2e-07,1.00000033,16.00000034,16.00000035,16.00000036,16.00000037,10.00000038,3.9e-07,2.0000004,12.00000041,16.00000042,10.00000043,4.4e-07,4.5e-07,4.6e-07,4.7e-07,4.8e-07,2.00000049,16.0000005,4.00000051,5.2e-07,5.3e-07,5.4e-07,5.5e-07,5.6e-07,9.00000057,14.00000058,5.9e-07,6e-07,6.1e-07,6.2e-07,7
1e-08,2e-08,3.00000003,11.00000004,16.00000005,6e-08,7e-08,8e-08,9e-08,5.0000001,16.00000011,11.00000012,13.00000013,7.00000014,1.5e-07,1.6e-07,3.00000017,15.00000018,8.00000019,1.0000002,15.00000021,6.00000022,2.3e-07,2.4e-07,11.00000025,16.00000026,16.00000027,16.00000028,16.00000029,10.0000003,3.1e-07,3.2e-07,1.00000033,4.00000034,4.00000035,13.00000036,10.00000037,2.00000038,3.9e-07,4e-07,4.1e-07,4.2e-07,15.00000043,4.00000044,4.5e-07,4.6e-07,4.7e-07,4.8e-07,4.9e-07,3.0000005,16.00000051,5.2e-07,5.3e-07,5.4e-07,5.5e-07,5.6e-07,5.7e-07,1.00000058,15.00000059,2.0000006,6.1e-07,6.2e-07,4
1e-08,5.00000002,14.00000003,4.00000004,5e-08,6e-08,7e-08,8e-08,9e-08,13.0000001,8.00000011,1.2e-07,1.3e-07,1.4e-07,1.5e-07,1.6e-07,3.00000017,14.00000018,4.00000019,2e-07,2.1e-07,2.2e-07,2.3e-07,2.4e-07,6.00000025,16.00000026,14.00000027,9.00000028,2.00000029,3e-07,3.1e-07,3.2e-07,4.00000033,16.00000034,3.00000035,4.00000036,11.00000037,2.00000038,3.9e-07,4e-07,14.00000041,3.00000042,4.3e-07,4.00000044,11.00000045,4.6e-07,4.7e-07,4.8e-07,10.00000049,8.0000005,4.00000051,11.00000052,12.00000053,5.4e-07,5.5e-07,5.6e-07,4.00000057,12.00000058,14.00000059,7.0000006,6.1e-07,6.2e-07,6
1e-08,11.00000002,16.00000003,10.00000004,1.00000005,6e-08,7e-08,8e-08,4.00000009,16.0000001,10.00000011,15.00000012,8.00000013,1.4e-07,1.5e-07,1.6e-07,4.00000017,16.00000018,3.00000019,11.0000002,13.00000021,2.2e-07,2.3e-07,2.4e-07,1.00000025,14.00000026,6.00000027,9.00000028,14.00000029,3e-07,3.1e-07,3.2e-07,3.3e-07,3.4e-07,3.5e-07,12.00000036,10.00000037,3.8e-07,3.9e-07,4e-07,4.1e-07,6.00000042,16.00000043,6.00000044,4.5e-07,4.6e-07,4.7e-07,4.8e-07,5.00000049,15.0000005,15.00000051,8.00000052,8.00000053,3.00000054,5.5e-07,5.6e-07,10.00000057,16.00000058,16.00000059,16.0000006,16.00000061,6.00000062,2
1e-08,1.00000002,11.00000003,13.00000004,11.00000005,7.00000006,7e-08,8e-08,9e-08,9.0000001,14.00000011,6.00000012,4.00000013,3.00000014,1.5e-07,1.6e-07,1.7e-07,16.00000018,12.00000019,16.0000002,15.00000021,2.00000022,2.3e-07,2.4e-07,5.00000025,16.00000026,10.00000027,4.00000028,12.00000029,6.0000003,3.1e-07,3.2e-07,1.00000033,1.00000034,3.5e-07,3.6e-07,10.00000037,4.00000038,3.9e-07,4e-07,4.1e-07,4.2e-07,5.00000043,10.00000044,4.5e-07,4.6e-07,4.7e-07,4.8e-07,4.9e-07,8.0000005,15.00000051,3.00000052,5.3e-07,5.4e-07,5.5e-07,5.6e-07,1.00000057,13.00000058,5.00000059,6e-07,6.1e-07,6.2e-07,5
1e-08,8.00000002,10.00000003,8.00000004,7.00000005,2.00000006,7e-08,8e-08,1.00000009,15.0000001,14.00000011,12.00000012,12.00000013,4.00000014,1.5e-07,1.6e-07,7.00000017,15.00000018,12.00000019,5.0000002,2.1e-07,2.2e-07,2.3e-07,2.4e-07,5.00000025,14.00000026,12.00000027,15.00000028,7.00000029,3e-07,3.1e-07,3.2e-07,3.3e-07,3.4e-07,3.5e-07,2.00000036,13.00000037,3.8e-07,3.9e-07,4e-07,4.1e-07,4.2e-07,4.00000043,12.00000044,4.5e-07,4.6e-07,4.7e-07,4.8e-07,6.00000049,7.0000005,14.00000051,5.00000052,5.3e-07,5.4e-07,5.5e-07,5.6e-07,4.00000057,13.00000058,8.00000059,6e-07,6.1e-07,6.2e-07,5
1e-08,15.00000002,2.00000003,14.00000004,13.00000005,2.00000006,7e-08,8e-08,9e-08,16.0000001,15.00000011,12.00000012,13.00000013,8.00000014,1.5e-07,1.6e-07,2.00000017,16.00000018,12.00000019,1.0000002,6.00000021,10.00000022,2.3e-07,2.4e-07,7.00000025,15.00000026,3.00000027,2.8e-07,5.00000029,8.0000003,3.1e-07,3.2e-07,5.00000033,12.00000034,3.5e-07,3.6e-07,8.00000037,8.00000038,3.9e-07,5.0000004,12.00000041,4.2e-07,7.00000043,15.00000044,5.00000045,4.6e-07,4.7e-07,5.00000048,16.00000049,13.0000005,16.00000051,6.00000052,5.3e-07,5.4e-07,5.5e-07,5.6e-07,10.00000057,12.00000058,5.00000059,6e-07,6.1e-07,6.2e-07,0
1e-08,3.00000002,13.00000003,13.00000004,2.00000005,6e-08,7e-08,8e-08,6.00000009,16.0000001,12.00000011,10.00000012,8.00000013,1.4e-07,1.5e-07,1.6e-07,9.00000017,15.00000018,12.00000019,16.0000002,6.00000021,2.2e-07,2.3e-07,2.4e-07,10.00000025,16.00000026,16.00000027,13.00000028,2.9e-07,3e-07,3.1e-07,3.2e-07,1.00000033,12.00000034,16.00000035,12.00000036,14.00000037,4.00000038,3.9e-07,4e-07,11.00000041,8.00000042,4.3e-07,3.00000044,12.00000045,4.6e-07,4.7e-07,4.8e-07,13.00000049,11.0000005,8.00000051,13.00000052,12.00000053,5.4e-07,5.5e-07,5.6e-07,3.00000057,15.00000058,11.00000059,6.0000006,6.1e-07,6.2e-07,8
