218.00000001,178.00000002,0.11111103,4e-08,0.83333305,0.54772206,1.11111007,0.54433108,59.62960009,52.4444001,75.22220011,51.22220012,-21.55559987,46.77780014,-25.22219985,75.22220016,0.31899617,-2.04054982,path
113.00000001,130.00000002,3e-08,4e-08,0.27777805,0.25092406,0.33333307,0.36514808,0.88888909,1e-07,2.55556011,0.11111112,-2.66666987,5.00000014,-2.33332985,2.55556016,1.00000017,-2.12324982,foliage
202.00000001,41.00000002,3e-08,4e-08,0.94444805,0.77220206,1.11111007,1.02560008,123.03700009,111.8890001,139.77800011,117.44400012,-33.44439987,50.22220014,-16.77779985,139.77800016,0.19934717,-2.29991982,sky
32.00000001,173.00000002,3e-08,4e-08,1.72222005,1.78159006,9.00000007,6.74949008,43.59260009,39.5556001,52.88890011,38.33330012,-12.11109987,27.88890014,-15.77779985,52.88890016,0.26691417,-1.99885982,path
61.00000001,197.00000002,3e-08,4e-08,1.44444005,1.51535006,2.61111007,1.92546008,49.59260009,44.2222001,61.55560011,43.00000012,-16.11109987,35.88890014,-19.77779985,61.55560016,0.30292517,-2.02226982,path
149.00000001,185.00000002,3e-08,4e-08,1.55556005,1.06805006,3.05556007,1.92546008,49.33330009,45.3333001,59.55560011,43.11110012,-11.99999987,30.66670014,-18.66669985,59.55560016,0.27588917,-1.95276982,path
197.00000001,229.00000002,3e-08,4e-08,1.38889005,1.57407006,1.16667007,0.56666608,17.74070009,14.1111001,17.88890011,21.22220012,-10.88889987,0.44444414,10.44440015,21.22220016,0.33571717,2.65160018,grass
29.00000001,111.00000002,3e-08,4e-08,0.38888905,0.24074106,0.61111107,0.15185208,5.40741009,6.8888901,6.33333011,3.00000012,4.44444013,2.77778014,-7.22221985,6.88889016,0.56415317,-0.89785882,brickface
1.00000001,81.00000002,3e-08,4e-08,12.16670005,267.45600006,9.22222007,205.36300008,21.33330009,14.0000001,30.55560011,19.44440012,-21.99999987,27.66670014,-5.66666985,30.55560016,0.59528217,-2.43840982,foliage
69.00000001,85.00000002,0.11111103,4e-08,3.11111005,8.20741006,3.94444007,9.44074008,21.44440009,20.4444001,28.11110011,15.77780012,-2.99999987,20.00000014,-16.99999985,28.11110016,0.43740417,-1.65987982,brickface
152.00000001,83.00000002,3e-08,4e-08,4.44444005,1.32777006,0.94444407,0.68041408,26.51850009,23.3333001,33.22220011,23.00000012,-9.55555987,20.11110014,-10.55559985,33.22220016,0.30741517,-2.06323982,cement
248.00000001,153.00000002,3e-08,4e-08,0.27777805,0.06296306,0.11111107,0.02962968,0.37037009,1e-07,1.11111011,1.2e-07,-1.11110987,2.22222014,-1.11110985,1.11111016,0.88888917,-2.09439982,window
137.00000001,141.00000002,3e-08,4e-08,0.05555565,0.13608306,0.05555567,0.13608308,0.03703709,1e-07,0.11111111,1.2e-07,-0.11111087,0.22222214,-0.11111085,0.11111116,0.11111117,-2.09439982,window
86.00000001,197.00000002,0.11111103,0.11111104,1.61111005,1.45169006,1.27778007,1.10386008,63.22220009,56.2222001,77.77780011,55.66670012,-20.99999987,43.66670014,-22.66669985,77.77780016,0.28533317,-2.06801982,path
220.00000001,220.00000002,0.11111103,4e-08,2.27778005,1.12963006,2.27778007,4.15185008,6.44444009,5.6666701,5.33333011,8.33333012,-2.33332987,-3.33332986,5.66667015,8.33333016,0.42735417,1.98437018,grass
207.00000001,115.00000002,3e-08,4e-08,1.05556005,0.32963006,0.16666707,0.03333338,1.22222009,0.4444441,2.88889011,0.33333312,-2.33332987,5.00000014,-2.66666985,2.88889016,0.93333317,-2.06553982,window
6.00000001,51.00000002,3e-08,4e-08,1.66667005,2.00000006,1.61111007,2.10741008,19.59260009,18.7778001,25.66670011,14.33330012,-2.44443987,18.22220014,-15.77779985,25.66670016,0.44286117,-1.68128982,brickface
203.00000001,182.00000002,3e-08,4e-08,3.72222005,2.57696006,3.61111007,1.70511008,54.92590009,49.4444001,68.11110011,47.22220012,-16.44439987,39.55560014,-23.11109985,68.11110016,0.30672217,-1.98034982,path
243.00000001,120.00000002,3e-08,4e-08,4.44444005,4.35975006,1.55555007,1.83384008,47.85190009,44.7778001,56.33330011,42.44440012,-9.22221987,25.44440014,-16.22219985,56.33330016,0.24532117,-1.91072982,cement
146.00000001,97.00000002,3e-08,4e-08,10.11110005,4.59790006,0.61111107,0.57413308,47.96300009,46.0000001,54.33330011,43.55560012,-5.88888987,19.11110014,-13.22219985,54.33330016,0.19711517,-1.84073982,cement
184.00000001,145.00000002,3e-08,4e-08,0.72222205,0.61161606,0.22222207,0.27216608,0.55555609,0.3333331,1.22222011,0.11111112,-0.66666687,2.00000014,-1.33332985,1.22222016,0.52777817,-1.92093982,window
178.00000001,128.00000002,3e-08,4e-08,0.44444405,0.34074106,0.88888907,0.20740708,5.92593009,7.8888901,6.44444011,3.44444012,5.88889013,1.55556014,-7.44443985,7.88889016,0.56371317,-0.72129982,brickface
132.00000001,134.00000002,3e-08,4e-08,2.66667005,3.15556006,1.50000007,1.54444008,6.18518009,2.2222201,11.44440011,4.88889012,-11.88889987,15.77780014,-3.88888985,11.44440016,0.83393517,-2.38660982,foliage
83.00000001,28.00000002,3e-08,4e-08,0.38888905,0.13608106,0.88888707,0.45542108,112.96300009,99.4444001,131.11100011,108.33300012,-40.55559987,54.44440014,-13.88889985,131.11100016,0.24151117,-2.38787982,sky
126.00000001,237.00000002,3e-08,4e-08,0.94444405,0.24074106,1.00000007,0.48888908,5.77778009,4.2222201,4.22222011,8.88889012,-4.66666987,-4.66666986,9.33333015,8.88889016,0.55381217,2.09723018,grass
225.00000001,58.00000002,3e-08,4e-08,0.33333405,0.42163706,0.44444507,0.34426508,8.33333009,5.5555601,14.11110011,5.33333012,-8.33332987,17.33330014,-8.99999985,14.11110016,0.62222217,-2.06855982,window
14.00000001,120.00000002,3e-08,4e-08,0.33333305,0.13333306,0.44444407,0.29629608,1.59259009,1e-07,3.88889011,0.88888912,-4.77777987,6.88889014,-2.11110985,3.88889016,1.00000017,-2.31571982,foliage
5.00000001,210.00000002,3e-08,0.11111104,2.16667005,1.67000006,4.44444007,2.61336008,51.29630009,45.4444001,64.33330011,44.11110012,-17.55559987,39.11110014,-21.55559985,64.33330016,0.31756617,-2.02089982,path
79.00000001,62.00000002,3e-08,4e-08,0.55555605,0.38518406,0.88888707,0.60740508,110.18500009,100.6670001,127.11100011,102.77800012,-28.55559987,50.77780014,-22.22219985,127.11100016,0.20801317,-2.17814982,sky
18.00000001,83.00000002,3e-08,0.11111104,6.16667005,9.98889006,12.88890007,28.78520008,14.37040009,9.0000001,22.66670011,11.44440012,-16.11109987,24.88890014,-8.77777985,22.66670016,0.66478517,-2.27420982,foliage
214.00000001,246.00000002,3e-08,4e-08,2.83333005,1.91775006,3.00000007,1.98886008,17.51850009,14.2222001,15.44440011,22.88890012,-9.88888987,-6.22221986,16.11110015,22.88890016,0.39154817,2.23285018,grass
94.00000001,140.00000002,3e-08,4e-08,0.16666705,0.03333336,0.33333307,0.04444448,3.03704009,1.7777801,6.11111011,1.22222012,-3.77777987,9.22222014,-5.44443985,6.11111016,0.79788417,-1.98576982,window
