0.49000001,0.29000002,0.48000003,0.50000004,0.56000005,0.24000006,0.35000007,cp
0.07000001,0.40000002,0.48000003,0.50000004,0.54000005,0.35000006,0.44000007,cp
0.56000001,0.40000002,0.48000003,0.50000004,0.49000005,0.37000006,0.46000007,cp
0.59000001,0.49000002,0.48000003,0.50000004,0.52000005,0.45000006,0.36000007,cp
0.23000001,0.32000002,0.48000003,0.50000004,0.55000005,0.25000006,0.35000007,cp
0.67000001,0.39000002,0.48000003,0.50000004,0.36000005,0.38000006,0.46000007,cp
0.29000001,0.28000002,0.48000003,0.50000004,0.44000005,0.23000006,0.34000007,cp
0.21000001,0.34000002,0.48000003,0.50000004,0.51000005,0.28000006,0.39000007,cp
0.20000001,0.44000002,0.48000003,0.50000004,0.46000005,0.51000006,0.57000007,cp
0.42000001,0.40000002,0.48000003,0.50000004,0.56000005,0.18000006,0.30000007,cp
0.42000001,0.24000002,0.48000003,0.50000004,0.57000005,0.27000006,0.37000007,cp
0.25000001,0.48000002,0.48000003,0.50000004,0.44000005,0.17000006,0.29000007,cp
0.39000001,0.32000002,0.48000003,0.50000004,0.46000005,0.24000006,0.35000007,cp
0.51000001,0.50000002,0.48000003,0.50000004,0.46000005,0.32000006,0.35000007,cp
0.22000001,0.43000002,0.48000003,0.50000004,0.48000005,0.16000006,0.28000007,cp
0.25000001,0.40000002,0.48000003,0.50000004,0.46000005,0.44000006,0.52000007,cp
0.34000001,0.45000002,0.48000003,0.50000004,0.38000005,0.24000006,0.35000007,cp
0.44000001,0.27000002,0.48000003,0.50000004,0.55000005,0.52000006,0.58000007,cp
0.23000001,0.40000002,0.48000003,0.50000004,0.39000005,0.28000006,0.38000007,cp
0.41000001,0.57000002,0.48000003,0.50000004,0.39000005,0.21000006,0.32000007,cp
0.40000001,0.45000002,0.48000003,0.50000004,0.38000005,0.22000006,7e-08,cp
0.31000001,0.23000002,0.48000003,0.50000004,0.73000005,0.05000006,0.14000007,cp
0.51000001,0.54000002,0.48000003,0.50000004,0.41000005,0.34000006,0.43000007,cp
0.30000001,0.16000002,0.48000003,0.50000004,0.56000005,0.11000006,0.23000007,cp
0.36000001,0.39000002,0.48000003,0.50000004,0.48000005,0.22000006,0.23000007,cp
0.29000001,0.37000002,0.48000003,0.50000004,0.48000005,0.44000006,0.52000007,cp
0.25000001,0.40000002,0.48000003,0.50000004,0.47000005,0.33000006,0.42000007,cp
0.21000001,0.51000002,0.48000003,0.50000004,0.50000005,0.32000006,0.41000007,cp
0.43000001,0.37000002,0.48000003,0.50000004,0.53000005,0.35000006,0.44000007,cp
0.43000001,0.39000002,0.48000003,0.50000004,0.47000005,0.31000006,0.41000007,cp
0.53000001,0.38000002,0.48000003,0.50000004,0.44000005,0.26000006,0.36000007,cp
0.34000001,0.33000002,0.48000003,0.50000004,0.38000005,0.35000006,0.44000007,cp
0.56000001,0.51000002,0.48000003,0.50000004,0.34000005,0.37000006,0.46000007,cp
0.40000001,0.29000002,0.48000003,0.50000004,0.42000005,0.35000006,0.44000007,cp
0.24000001,0.35000002,0.48000003,0.50000004,0.31000005,0.19000006,0.31000007,cp
0.36000001,0.54000002,0.48000003,0.50000004,0.41000005,0.38000006,0.46000007,cp
0.29000001,0.52000002,0.48000003,0.50000004,0.42000005,0.29000006,0.39000007,cp
0.65000001,0.47000002,0.48000003,0.50000004,0.59000005,0.30000006,0.40000007,cp
0.32000001,0.42000002,0.48000003,0.50000004,0.35000005,0.28000006,0.38000007,cp
0.38000001,0.46000002,0.48000003,0.50000004,0.48000005,0.22000006,0.29000007,cp
0.33000001,0.45000002,0.48000003,0.50000004,0.52000005,0.32000006,0.41000007,cp
0.30000001,0.37000002,0.48000003,0.50000004,0.59000005,0.41000006,0.49000007,cp
0.40000001,0.50000002,0.48000003,0.50000004,0.45000005,0.39000006,0.47000007,cp
0.28000001,0.38000002,0.48000003,0.50000004,0.50000005,0.33000006,0.42000007,cp
0.61000001,0.45000002,0.48000003,0.50000004,0.48000005,0.35000006,0.41000007,cp
0.17000001,0.38000002,0.48000003,0.50000004,0.45000005,0.42000006,0.50000007,cp
0.44000001,0.35000002,0.48000003,0.50000004,0.55000005,0.55000006,0.61000007,cp
0.43000001,0.40000002,0.48000003,0.50000004,0.39000005,0.28000006,0.39000007,cp
0.42000001,0.35000002,0.48000003,0.50000004,0.58000005,0.15000006,0.27000007,cp
0.23000001,0.33000002,0.48000003,0.50000004,0.43000005,0.33000006,0.43000007,cp
0.37000001,0.52000002,0.48000003,0.50000004,0.42000005,0.42000006,0.36000007,cp
