0.01103275,0.83146583,15.35180371,75.80655881,171.55421366,490.15655571,206.41602706,0.12213546,2.60164573,11.47270878,20.04341555,110.86830134,99.02527682,0.10059249,4.46582511,37.20367284,71.68269837,303.83300772,444.81873468,0.32429213,2.80821198,7.50553876,14.19932519,109.82053174,0.62308347,11.90259703,13.99288362,6.97255902,484.78487127,0.3447458,6.83661659,41.17286227,67.58321837,1.87559945,2.28040317,170.26576399,158.81841065,1.71352981,33.81034083,9.85891562,1.39989184,148.13805839,326.23945264,9.7110706,20.00724843,47.03257811,539.20845794,1
0.03827075,1.16674553,10.5269135,42.36927639,85.18711585,420.36056601,253.56957457,0.03365661,0.3905657,11.7008303,65.59601325,97.69104993,87.94641679,0.13695746,3.0052414,22.83722883,40.65687358,186.41168369,419.54306369,0.05492882,3.57632364,38.54688943,100.03478561,85.14561168,0.4142051,8.00674549,53.1913994,91.36731304,371.99440682,0.53126882,14.3765165,74.16904446,82.06344926,1.34874137,29.1587365,211.20029812,34.59725777,2.59020819,35.40053105,70.68189916,6.67441256,155.1359857,377.83267521,8.14063357,44.53671116,46.33895451,518.49656737,1
0.04269843,1.22500749,8.27380382,31.74478639,54.44817685,404.10320425,389.98074617,0.04173341,0.93739892,11.62904504,33.48150116,51.70588626,17.76037715,0.13811188,2.37639244,20.89210488,68.66667474,168.42073075,518.22996079,0.11311907,3.38060397,21.11927227,52.67556274,11.77417195,0.32819588,7.78121619,71.36995548,94.03994222,402.48281918,0.48256572,8.10180606,40.01297302,14.86945517,1.33651764,35.77289704,207.1470937,10.9246626,1.47628512,19.47723082,30.09358999,7.85821093,150.12641909,419.56574757,4.53092156,26.29217003,44.5748226,549.91269183,1
0.03241822,1.63824729,19.20528339,51.19668173,57.18176002,429.05201111,256.17464483,0.07362399,1.97326826,13.05710793,36.07944277,49.97873066,55.03717377,0.19032928,5.21241514,25.12827229,51.93708867,178.92386468,386.32421791,0.24513699,3.96307234,20.03687756,27.57063463,80.05454677,0.6928389,8.22612024,61.25743969,112.68859989,324.84975391,0.58362555,7.45304542,23.66720451,65.14869147,1.32625158,31.81300019,239.67299828,21.05474947,1.34961349,14.1795185,30.56408548,7.0977282,173.84075896,441.35037673,3.7060235,13.4323116,51.73993014,574.88781408,1
0.01586651,0.61156152,8.62783916,37.32505253,48.50902537,459.90963428,238.57276684,0.04647672,1.11729183,10.01216918,27.16926625,67.84986254,71.51243713,0.07684359,2.66071769,24.90142825,61.75036987,216.61517712,417.65885811,0.14495178,3.05574985,12.77538892,47.31222986,66.37701499,0.38470355,9.69548585,75.96331981,86.05021286,399.97521782,0.45241891,4.05596356,23.94669501,50.19202974,1.72148626,40.00379476,222.22763853,83.42188618,0.66797097,8.70540345,30.24247346,9.01571407,167.02118543,332.47999765,1.80627297,23.68930059,50.40777021,492.22751326,1
0.22978045,5.04207682,40.44284707,142.71837763,120.58660012,238.71347396,193.36303373,0.03155841,0.75416672,6.68936005,20.08792564,27.27373815,58.45536539,0.65234589,13.04622537,93.32424467,226.66384636,58.28889632,194.70458306,0.08758967,1.8427646,12.40729017,12.56867322,41.94201915,1.96176945,35.85314706,197.3789229,192.06998788,129.51385131,0.25224208,4.59290585,18.29813354,90.17250817,6.38236446,96.34937775,309.83545635,120.75162304,0.80841826,10.57078204,97.58119522,21.33530569,222.95724492,451.43260705,2.59280976,64.44868189,67.43199738,555.30433249,1
0.0683833,0.92908457,29.99590729,120.28591229,149.90677033,556.82163646,66.87300631,0.0490438,2.23291824,14.96306648,3.81809382,15.19358769,82.2617483,0.11318556,8.69698329,64.39432048,60.33579156,357.53714689,322.55625226,0.29232112,4.46991218,5.92765228,42.14280912,29.30505111,1.20889197,21.79642336,17.18843701,27.75701054,448.40079672,0.65171235,3.48448904,47.04068236,5.60316801,3.56391366,7.81936158,194.89121318,197.23781812,0.78781214,27.68934817,6.63712847,2.11044017,172.71373725,273.18674209,7.14426232,10.64254937,55.28310774,511.19453607,1
0.02940814,0.60821324,3.95445269,15.00777543,107.22379121,471.33571333,247.38045454,0.04469953,1.31860389,5.49053309,22.61437001,17.75729015,21.51216184,0.07061701,0.91435051,2.70257104,27.18589261,240.29764897,508.82690558,0.15648295,1.73635556,19.95500543,30.84654714,24.55058147,0.10685234,1.76255004,49.84642644,70.58100453,532.06784612,0.27377431,8.93869905,43.90606482,12.3867466,0.4316654,29.77667911,227.07164853,186.39162491,1.77526121,26.60441521,11.40940097,7.06244451,175.49897904,301.07802335,6.83916742,15.51580579,53.55112337,512.60358774,1
0.04945867,2.79979956,39.06342411,120.85058322,191.23956051,563.06157331,70.50745545,0.0550962,0.53938091,4.84698623,31.66964062,50.31474201,9.38896533,0.3485305,11.72814986,66.93098216,79.49705586,408.66517587,333.39964397,0.0660076,1.93993661,21.32555163,48.16941538,24.31490691,1.67248818,23.23477803,23.72474211,59.64469557,494.55891761,0.33590771,8.6615644,31.34682386,16.98669308,3.87112778,12.67258103,179.93163447,260.5831711,1.64580208,13.37263503,11.60986093,3.54420961,176.33327527,234.95656354,2.85191624,15.30469868,58.37469255,509.29157515,1
0.0290148,1.41468972,27.8541596,107.55452259,151.13712311,466.41916416,115.83116772,0.0603109,1.25953615,0.83579179,14.83610035,43.19084378,46.99197099,0.16402425,7.61569756,52.95859962,50.38387799,217.45307632,322.26563775,0.15655475,0.31524673,10.21791993,28.78850632,12.89130134,1.01515404,16.94578061,9.9985116,92.75718456,361.4415937,0.05485946,4.23760527,16.29361688,28.16973476,2.665973,8.47113787,226.81886266,82.95699441,0.81167684,8.17032915,31.41856994,2.45840687,169.02291706,328.08789026,2.11994397,19.08945521,50.80404781,496.22548479,1
