28.78120001,34.46320002,31.33810003,31.28340004,28.92070005,33.75960006,25.39690007,27.78490008,35.24790009,27.1159001,32.87170011,29.21710012,36.02530013,32.33700014,34.52490015,32.87170016,34.11730017,26.52350018,27.66230019,26.3693002,25.77440021,29.27000022,30.73260023,29.50540024,33.02920025,25.04000026,28.91670027,24.34370028,26.12030029,34.9424003,25.02930031,26.63110032,35.65410033,28.43530034,29.14950035,28.15840036,26.19270037,33.31820038,30.97720039,27.0443004,35.53440041,26.23530042,28.99640043,32.00360044,31.05580045,34.25530046,28.07210047,28.94020048,35.49730049,29.7470005,31.43330051,24.55560052,33.74310053,25.04660054,34.93180055,34.98790056,32.47210057,33.37590058,25.46520059,25.8717006,Normal
24.89230001,25.74100002,27.55320003,32.82170004,27.87890005,31.59260006,31.48610007,35.54690008,27.95160009,31.6595001,27.54150011,31.18870012,27.48670013,31.39100014,27.81100015,24.48800016,27.59180017,35.62730018,35.41020019,31.4167002,30.74470021,24.13110022,35.14220023,30.47190024,31.98740025,33.66150026,25.55110027,30.46860028,33.64720029,25.0701003,34.07650031,32.59810032,28.30380033,26.14710034,26.94140035,31.52030036,33.10890037,24.14910038,28.51570039,25.7906004,35.95190041,26.53010042,24.85780043,25.95620044,32.83570045,28.53220046,26.34580047,30.62130048,28.98610049,29.4047005,32.55770051,31.02050052,26.64180053,28.43310054,33.65640055,26.42440056,28.46610057,34.24840058,32.10050059,26.6910006,Normal
31.39870001,30.63160002,26.39830003,24.29050004,27.86130005,28.54910006,24.97170007,32.43580008,25.22390009,27.3068001,31.83870011,27.25870012,28.25720013,26.58190014,24.04550015,35.06250016,31.57170017,32.56140018,31.03080019,34.1202002,26.93370021,31.47810022,35.01730023,32.38510024,24.33230025,30.20010026,31.24520027,26.68140028,31.51370029,28.8778003,27.30860031,24.24600032,26.96310033,25.29190034,31.61140035,24.71310036,27.48090037,24.20750038,26.80590039,35.1253004,32.62930041,31.05610042,26.35830043,28.08610044,31.43910045,27.30570046,29.60820047,35.97250048,34.14440049,27.1717005,33.63180051,26.59660052,25.53870053,32.54340054,25.57720055,29.98970056,31.35100057,33.90020058,29.54460059,29.3430006,Normal
25.77400001,30.52620002,35.42090003,25.60330004,27.97000005,25.27020006,28.13200007,29.42680008,31.45490009,27.3200001,28.95640011,28.99160012,29.95780013,30.27730014,30.44470015,24.30370016,24.31400017,35.09660018,25.36790019,32.0968002,33.33030021,25.01020022,35.31550023,31.62640024,29.28060025,34.20210026,26.50770027,32.22790028,25.52650029,24.8240003,27.55870031,28.37140032,32.36670033,26.97520034,35.93460035,35.11460036,24.37490037,27.60830038,27.84330039,29.8557004,32.41850041,26.89080042,31.32090043,29.38490044,34.33360045,24.73810046,35.76900047,31.87250048,34.20540049,31.1560005,34.62920051,28.72610052,28.29790053,31.57870054,34.61560055,32.54920056,30.98270057,24.89380058,27.36590059,25.3069006,Normal
27.17980001,29.24980002,33.69280003,25.62640004,24.65550005,28.94460006,35.79800007,34.94460008,24.55960009,34.2366001,27.96340011,25.32160012,35.41540013,34.86200014,25.14720015,29.46860016,33.17390017,31.12740018,31.37010019,26.5173002,28.64860021,31.65650022,35.94970023,33.03210024,24.60810025,33.20250026,27.43350027,32.63550028,35.87730029,28.0295003,33.12470031,33.41290032,26.92450033,30.21230034,29.65260035,30.86440036,24.51190037,33.99310038,33.30940039,33.2040004,31.26510041,27.90720042,35.11100043,35.07570044,33.83300045,25.94810046,29.13480047,24.28750048,32.32230049,34.9244005,27.72180051,27.96010052,35.71980053,27.57600054,35.33750055,29.99930056,34.21490057,33.12760058,31.10570059,31.0179006,Normal
25.50670001,29.79290002,28.07650003,34.48120004,33.80000005,27.66710006,30.61220007,25.63930008,30.11710009,26.5188001,30.15240011,27.85140012,29.55820013,32.36010014,29.20640015,26.10010016,33.46770017,33.90100018,29.26740019,34.8311002,31.98150021,26.49600022,32.66450023,27.71880024,35.73850025,32.83090026,30.15090027,30.55930028,27.33210029,27.4559003,24.23610031,34.72680032,29.92070033,27.27300034,35.99630035,32.39170036,27.13900037,26.45890038,25.04660039,35.5002004,27.99610041,25.88970042,31.39510043,30.75830044,34.96520045,28.09190046,35.67060047,33.44010048,28.45800049,31.1795005,26.94580051,35.83810052,26.71340053,25.16410054,27.34100055,25.20930056,33.46690057,24.10940058,33.16690059,35.4907006,Normal
28.69890001,29.21010002,30.92910003,34.62290004,31.41380005,28.46360006,35.91150007,32.90580008,28.76690009,24.2868001,34.89830011,33.72910012,29.11540013,26.28040014,33.45590015,31.61030016,33.30610017,24.55300018,29.15870019,27.8378002,25.35250021,25.21260022,26.95650023,27.99280024,29.50570025,31.07230026,26.36050027,27.74340028,34.04380029,25.1053003,24.44620031,35.41910032,33.34720033,32.23560034,24.52440035,29.46350036,24.68890037,28.19620038,34.29940039,31.6316004,30.80050041,35.77270042,31.34440043,25.56910044,32.78390045,32.77070046,24.10470047,34.00600048,28.82490049,24.0499005,29.82740051,24.03230052,31.07560053,34.33580054,25.43580055,25.89300056,35.67320057,25.18690058,29.66690059,26.4637006,Normal
30.94930001,34.31700002,35.56740003,34.88290004,30.66910005,35.26670006,35.89500007,25.90220008,28.89170009,32.2092001,28.98980011,26.05720012,31.75160013,32.29400014,31.06310015,24.16120016,26.65540017,25.24520018,30.59560019,31.3910002,32.16040021,33.77650022,31.13360023,32.62600024,28.86160025,27.62230026,33.93810027,33.98360028,34.88950029,29.4617003,34.57340031,32.44310032,30.07450033,25.04950034,29.29420035,28.26890036,28.48190037,29.89170038,33.11620039,26.4574004,27.44420041,33.07840042,33.22860043,27.58370044,24.48950045,26.21510046,24.03310047,26.47650048,34.85680049,30.5934005,35.43410051,31.12480052,24.24240053,29.71720054,35.93650055,36.01870056,26.38660057,33.18420058,31.30250059,34.5230006,Normal
35.25380001,34.64020002,35.75840003,28.55100004,25.65180005,29.64420006,31.94000007,35.90860008,28.96220009,24.6224001,29.76350011,29.50980012,28.21090013,34.28550014,27.54730015,25.42740016,32.34290017,34.79000018,33.70120019,25.3495002,33.76030021,26.44420022,24.50970023,30.41350024,28.49480025,28.84330026,32.42840027,24.50710028,31.70320029,29.8722003,35.85200031,35.71720032,27.19220033,24.32060034,25.26980035,29.62030036,24.32430037,31.18240038,25.07010039,31.8824004,28.64680041,32.85700042,24.74690043,29.30450044,27.39940045,26.14970046,31.96130047,34.74920048,24.86810049,32.0285005,32.74860051,33.54550052,24.17920053,25.39800054,35.22960055,28.34350056,26.59990057,28.94870058,30.23720059,32.3833006,Normal
29.17340001,31.50890002,33.19440003,35.61770004,31.58900005,35.12230006,28.62220007,34.31450008,33.10960009,35.6842001,29.73410011,28.24950012,30.46420013,24.75130014,26.37740015,27.98320016,33.62560017,33.96340018,33.76990019,24.4594002,26.14600021,32.92710022,27.32480023,35.62580024,31.36970025,26.89330026,24.15280027,25.88130028,30.69960029,32.7152003,24.32430031,29.63830032,27.60210033,26.72150034,24.35550035,34.15690036,27.58920037,24.32090038,32.59840039,25.1270004,35.33610041,36.00730042,34.26600043,26.91720044,31.70320045,35.51420046,28.30090047,35.58390048,31.81630049,33.7563005,35.69080051,25.51290052,30.55050053,33.30610054,32.97890055,24.04960056,32.83130057,29.24130058,35.45430059,25.8732006,Normal
