-10.29700755,-11.66678903,11.56066898,-2.08131572,4.04465585,4.08681494,-2.55807202,-8.47693531,2.13813481,3.50308214,-0.06407345,0.98330224,2.00134433,1.47868266,-0.40292057,1.60976819,-2.6279226,2.74171561,-2.2833889,1.23970815,-1.82724646,-1.58161475,2.02786516,-0.39405179,-1.44615911,-0.60383383,2.47522476,-1.09659024,1.31142264,-0.34620589,-0.82216363,-1.01209477,1.62056968,0.26289312,0.45735186,1.36522651,-1.12144433,-0.07117442,-0.91487786,-1.44009884,-2.19252593,0.8301087,0.45290531,1.08559199,1.96038923,-0.87715568,0.37765186,-0.30798793,-0.01794385,0.44264975,0.62042258,-1.13598521,0.08879905,0.1869691,1.07808335,0.92192789,0.49638781,-0.64366605,0.28410428,0.28655517,0.34862573,1.81469145,-1.35135206,-0.47390972,1
-5.03600882,-12.88533304,0.16115525,0.59245984,3.12353378,4.22046953,-6.41177075,-6.33532802,-0.24462166,1.34607301,-1.88800515,-1.42550909,3.54610575,-2.72800217,0.14567128,0.14437274,1.07079904,1.67683452,3.45810552,2.14182445,-0.00892982,-1.89980461,-0.2015915,0.38636851,0.32523633,-0.85755054,2.59981182,0.64687495,-0.88492841,-0.78992218,-1.01107221,1.08524951,-1.01081076,-0.52800603,-0.95061029,0.86637938,-1.17444276,-0.12563006,0.68375889,-0.2802117,-0.65806396,-0.09999124,3.12731619,0.21415708,-0.78307071,-0.4278269,-2.56055833,-1.62771964,-1.4754486,0.08751419,-0.66946438,-1.3786728,-1.56827278,-1.13307684,0.94235332,2.93879112,1.42988345,-2.33634366,1.28162825,-0.09832024,0.5823576,0.48579236,0.6424512,0.61310773,1
-9.63915729,-6.6558976,0.3886869,-1.71764966,0.30034571,3.40076906,-7.24078458,-1.65940467,-0.87400475,4.15340338,-4.73282708,2.37187302,-0.79178392,2.60947027,-2.20391115,-4.43581327,-0.76231296,-0.3940807,1.13350291,2.64404126,-3.8764694,3.0673723,-0.15099651,-0.81416178,1.29000713,-0.88531593,2.59749916,-3.26802512,-1.77711076,-0.25930971,-2.88796012,0.80343636,0.88598773,1.16418145,-2.67226494,0.21301438,2.50261749,0.01169129,-0.24138102,-0.50314273,-2.01773984,0.62305391,0.29799573,0.45353987,-0.52346649,1.17260991,-1.03432942,-1.04553818,-1.51997684,1.57861962,0.77229289,-1.64467235,0.55519598,0.37211651,-0.41317354,-0.02302781,-0.02526441,1.25983868,-0.44135893,-0.96009326,1.99584402,1.09774866,0.82718268,-1.76783975,1
-6.65037488,-7.04385136,4.10435012,-2.34278031,3.49465852,3.92482215,-9.87481206,-6.5565757,-1.36426869,1.15330801,-0.52579082,1.30655205,3.48946656,3.98759236,-1.35632834,-0.85752614,1.18055694,-4.40637094,-1.7619875,2.74206468,-1.60130599,0.72142337,2.88897323,-0.98409784,-0.90093099,0.28038933,0.00023949,-2.23101159,-1.07799835,-1.4996261,-2.01117961,0.74187621,-0.30311933,0.14971344,0.07259946,-2.51524412,0.59398426,-1.34273086,0.45423201,-0.98987629,0.38892024,-0.5393402,0.83395012,-0.29263268,0.0010216,0.54033921,0.85815894,-0.72719979,1.44151737,-0.13320497,-1.07208547,-1.5757062,0.27611213,-0.55331629,-0.96123551,-1.04381481,-0.2045075,-1.98114945,0.98243862,-0.14423197,-1.44932722,-0.91355166,-0.77173474,0.3049923,1
-10.66452407,-10.97413252,0.19439054,0.45388473,2.19308763,-3.30466336,-8.37659161,-4.24114601,2.96481833,-0.94962188,-1.49319542,-1.3253895,1.72949136,-0.63802461,-1.78516087,1.26610677,0.68363207,3.106049,0.81261988,1.70978256,1.84516212,-2.60205581,-0.00562386,-0.14986563,0.54909278,-1.27237783,1.98250142,1.10676865,0.18394952,0.06128079,0.40201385,0.81485041,-3.7964088,-1.3179449,-1.2107302,-1.22360396,-1.28110455,0.35283002,0.26477018,-1.29544063,-1.48274071,-0.56818932,0.88733823,2.1804628,2.43958828,1.22839974,-2.08400036,0.31535983,-0.87788539,0.84851458,-0.65470418,-0.40614434,-0.33539028,-0.72284621,0.15295781,1.44816097,-1.25490656,-3.48129429,-0.56388808,1.52933574,0.51040001,0.29831847,-0.94321206,1.14984803,1
3.43761779,-3.91450165,-1.12680265,4.03733734,-2.51349754,1.73334271,-8.81278508,-4.18172638,8.66211709,-2.78392615,4.71745025,6.02195656,8.26852239,1.53816595,0.33972088,4.25197713,-1.58556337,2.30210322,1.98904152,1.01600476,0.1480588,-0.63774605,-4.05436302,3.9667809,-1.8203504,3.76235273,0.01849541,1.50801663,0.8475874,-2.54333514,-1.82369809,2.13441118,2.37541971,2.56613122,1.20078325,-3.72988736,2.00805248,-0.78168813,2.11913148,-3.18023284,1.26827114,-0.07902731,-1.46358745,3.05115434,0.43409297,-0.63722606,1.03862654,0.73440063,-0.52425759,0.85377254,0.68123088,2.52312903,0.28975778,-0.32469421,-0.56110226,0.89597508,0.52091012,-2.0529262,-0.57287378,0.17989898,-1.105314,-0.75876538,1.42064193,1.64978556,1
-13.98687076,-9.61089704,9.99692729,-3.32652183,3.60004001,-1.11808151,-5.24666779,-3.25996319,2.39734587,-1.8001367,-0.03508175,0.97372377,1.77047409,2.73173728,-0.62477907,1.52598612,-2.01748593,1.5478372,-4.38622837,1.78231021,-0.58108082,0.05264519,2.10602306,0.34989643,0.53983999,-1.18181834,2.02234724,-1.48034449,1.2061749,1.9422409,-1.41625671,0.84463104,-1.84133318,-0.91141744,0.47257005,-1.51660359,0.4341606,1.62544145,-0.11655256,-1.21438809,-2.16012628,1.32585615,0.58243246,-0.06360863,0.65575275,0.22022991,0.36864244,1.09851492,0.13944803,0.34232094,0.13026615,-0.19490428,1.16243749,0.8651644,-1.10842364,-1.60139517,-1.01506796,-1.25755264,-0.2898945,-0.09453308,1.07628418,-0.39815572,1.52253226,0.92108856,1
-10.95148944,-11.32759188,4.45351937,-2.69360014,1.14145677,-0.06617385,-9.37473767,-6.92607776,0.11543474,1.78865204,-0.63146771,-2.37157118,1.5138209,-0.05808164,-1.35270819,0.57543902,-0.62887628,0.13499159,-0.94782584,-0.03032974,-2.00385931,-1.88294722,1.0091406,-3.30583906,-1.20646786,-0.88408128,2.93054322,0.37994139,-0.07278461,-0.27647924,-1.25880723,-0.46680657,-0.66411909,0.86878811,-0.22851206,-0.11879006,-1.84368383,-0.05812267,-0.30777976,0.5465198,-0.76326085,0.17788953,-0.50234203,0.59062549,0.15358141,1.46150671,-0.54500896,-0.89935612,-0.54109572,0.10427763,-1.3674905,0.28856973,1.8880574,-0.08112567,-0.09525965,-0.65040151,-0.21611729,1.07190464,0.80500262,0.92722834,0.315062,-0.06218225,0.98496989,0.2530878,1
-13.14117335,-13.00230406,12.33443835,-3.00188776,2.88424306,-0.15115219,0.35371835,-1.10550372,3.59855685,0.55361841,-0.2029692,-0.29433834,2.40556348,-0.54101292,-0.34484801,3.44001643,-4.82740194,2.11421102,-2.32843571,-1.67416505,0.45099738,-0.40359493,1.97526335,0.82006312,-1.15583252,-1.2868918,2.95406082,0.91433362,0.6672216,0.5390659,-2.92117088,0.63459309,-0.72798386,-0.88445767,0.70718598,-1.4398669,0.86837663,2.76316871,-1.59167501,-1.16553147,-2.40987784,-0.41604382,-0.18437492,-0.29452131,-0.22035065,0.16644005,0.89440297,-1.33142233,-0.0536778,1.11944857,-0.02503587,0.48196839,-0.51656217,0.29529268,0.55566044,-0.0945699,0.70878253,-0.09179953,-0.2769419,-0.63486504,0.29471905,1.0203196,-0.56620428,0.47906704,1
-10.3348503,-5.19397829,8.16801646,-0.39241688,2.70618205,3.76249844,-4.16494172,-0.97676818,0.54474792,0.95018063,-3.48539723,3.27946103,1.77233733,2.80083503,-2.15156492,-2.38730558,0.99675267,-0.30295688,0.77509375,3.9091713,-3.11364558,3.19658135,0.02342927,3.15575957,2.31847454,0.51206949,3.29236153,-3.11093994,-1.66327591,-1.61017126,-1.4425457,2.33875974,-1.54168704,1.8880106,1.07112109,0.37622401,1.43506945,-0.13419095,0.37348154,-2.37844618,-1.60623366,0.10396114,1.38474472,0.24101798,0.28038112,-0.69344475,0.33471441,-1.13014364,1.41490651,1.51424661,0.73238889,-1.28599055,-0.11191697,-0.99477118,0.27878155,-0.83014396,-1.15246072,1.62202607,0.38443082,-1.02590608,-0.32227568,0.54187211,0.81351617,0.04528694,1
